순위,소환사,티어,LP,레벨,모스트 챔피언,승률
9577,"Violetfy
#0105",diamond 1,19,78,"그레이브즈, 릴리아, 비에고","47승
41패
53%"
9578,"Shending Help LT
#NA1",diamond 1,19,218,"쉔, 블라디미르","192승
162패
54%"
9579,"lmAPredator
#Volte",diamond 1,19,420,"그웬, 암베사, 오른","134승
143패
48%"
9580,"meIIow
#chill",diamond 1,19,81,"비에고, 바이, 자르반 4세","144승
146패
50%"
9581,"Sooaar
#3165",diamond 1,19,517,"카타리나, 징크스, 빅토르","55승
64패
46%"
9582,"xhy Han
#NA1",diamond 1,19,785,"바루스, 피오라, 요네","91승
78패
54%"
9583,"Heonzeonia
#NA1",diamond 1,18,288,"블라디미르, 카밀, 판테온","95승
85패
53%"
9584,"Burito
#Burto",diamond 1,18,"1,062","진, 징크스, 이즈리얼","20승
22패
48%"
9585,"Tone
#Yay",diamond 1,18,649,"멜, 아리, 빅토르","45승
61패
42%"
9586,"Freja Fair
#NA1",diamond 1,18,140,"바루스, 벨코즈, 드레이븐","53승
26패
67%"
9587,"ﾍﾍﾍ
#lll",diamond 1,18,124,자크,"27승
30패
47%"
9588,"its so so cold
#SOL",diamond 1,18,112,"우디르, 아리, 오리아나","55승
41패
57%"
9589,"050214
#NA1",diamond 1,18,618,"코르키, 트위치, 코그모","56승
43패
57%"
9590,"vfx
#diff",diamond 1,18,263,"갱플랭크, 이즈리얼, 드레이븐","38승
24패
61%"
9591,"Anjelly
#zhou",diamond 1,18,531,"야스오, 에코, 요네","189승
174패
52%"
9592,"比尔者的统治者
#167",diamond 1,18,536,"갱플랭크, 쓰레쉬, 질리언","47승
36패
57%"
9593,"Awexandros
#ελλασ",diamond 1,18,920,"시비르, 칼리스타, 케이틀린","99승
105패
49%"
9594,"Yellow Hawk
#Jhin",diamond 1,18,608,"진, 베이가, 자야","111승
121패
48%"
9595,"holy krp
#NA1",diamond 1,18,307,"흐웨이, 코르키, 라이즈","36승
31패
54%"
9596,"Hecti12
#NA1",diamond 1,18,862,"빅토르, 사일러스, 갈리오","39승
37패
51%"
9597,"Dtownkidz
#NA1",diamond 1,18,492,"우디르, 오공, 이블린","112승
100패
53%"
9598,"voidwalker8448
#8448",diamond 1,18,"1,008","모르가나, 잔나, 레나타 글라스크","36승
31패
54%"
9599,"恶魔波刚
#JJGod",diamond 1,18,990,"피오라, 이렐리아, 야스오","199승
206패
49%"
9600,"Dylax
#NA1",diamond 1,18,"1,034","오른, 룰루, 카르마","175승
188패
48%"
9601,"Adina
#NA1",diamond 1,18,431,"룰루, 밀리오, 잔나","49승
57패
46%"
9602,"Junha
#NA1",diamond 1,18,294,"오로라, 빅토르, 아리","78승
76패
51%"
9603,"Mizu
#NA2",diamond 1,18,419,"럭스, 흐웨이, 오리아나","83승
83패
50%"
9604,"Purgance
#GREAT",diamond 1,18,52,"애니비아, 코르키, 신드라","88승
62패
59%"
9605,"heart pt 6
#777",diamond 1,18,41,"그웬, 트리스타나, 리 신","63승
36패
64%"
9606,"Silvy
#reen",diamond 1,18,45,"드레이븐, 이즈리얼, 아펠리오스","23승
19패
55%"
9607,"Six Pack Syed
#NA1",diamond 1,18,132,"카밀, 잭스, 케일","131승
90패
59%"
9608,"BINOOOOOOOOOOOO
#0001",diamond 1,18,47,"리 신, 비에고, 그레이브즈","20승
18패
53%"
9609,"rxtnb
#NA1",diamond 1,18,88,"요릭, 초가스, 가렌","40승
25패
62%"
9610,"almonds214
#NA1",diamond 1,18,707,"벡스, 아크샨, 스웨인","121승
113패
52%"
9611,"Chanterr
#NA1",diamond 1,18,404,"코르키, 케이틀린, 스몰더","89승
73패
55%"
9612,"sergeantdidle
#NA1",diamond 1,18,556,"벨코즈, 베이가, 말자하","62승
42패
60%"
9613,"Neg100ChatScale
#FIXAD",diamond 1,18,166,"카이사, 바루스, 애쉬","34승
24패
59%"
9614,"kyoonc
#0202",diamond 1,18,965,"세트, 아트록스, 신드라","279승
251패
53%"
9615,"Ryzeini
#NA1",diamond 1,18,525,"제이스, 암베사, 아지르","103승
95패
52%"
9616,"Mistress
#NA1",diamond 1,17,512,"나미, 룰루, 세라핀","45승
55패
45%"
9617,"Mr Scuttle Crab
#55555",diamond 1,17,324,"리 신, 마스터 이, 엘리스","71승
61패
54%"
9618,"clockolot
#hehe",diamond 1,17,964,"릴리아, 벨베스, 자르반 4세","117승
123패
49%"
9619,"Secsanity
#Secs",diamond 1,17,778,"잔나, 나미, 소라카","71승
65패
52%"
9620,"Anhedonia
#God",diamond 1,17,312,"아칼리, 라이즈, 요네","107승
73패
59%"
9621,"cats on mars
#Ein",diamond 1,17,72,"다이애나, 그레이브즈, 코르키","93승
75패
55%"
9622,"dàncingontheedge
#3BM60",diamond 1,17,455,"아크샨, 모데카이저, 오로라","86승
61패
59%"
9623,"Phonix Geist
#NA1",diamond 1,17,248,"신드라, 트런들, 쉔","57승
49패
54%"
9624,"shunnie
#777",diamond 1,17,"1,312","나미, 세라핀, 럭스","127승
120패
51%"
9625,"Hoptech
#123",diamond 1,17,831,"아지르, 트위스티드 페이트, 갈리오","53승
64패
45%"
9626,"Deathscythe212
#NA1",diamond 1,17,265,"다이애나, 그레이브즈, 트리스타나","21승
10패
68%"
9627,"Hinageshi
#NA1",diamond 1,17,72,"룰루, 카르마, 나미","20승
7패
74%"
9628,"unknownperson98
#Who",diamond 1,17,114,"멜, 신드라, 벡스","36승
35패
51%"
9629,"Mani
#0413",diamond 1,17,794,"룰루, 나미, 밀리오","27승
18패
60%"
9630,"Mohegan Sun
#NA1",diamond 1,17,312,"트리스타나, 마오카이, 룰루","28승
16패
64%"
9631,"Entic
#NA1",diamond 1,17,523,"말자하, 사이온, 오로라","53승
43패
55%"
9632,"대충하는사람
#즐겜모드",diamond 1,17,746,"럭스, 제라스, 나미","261승
237패
52%"
9633,"TwTV CrimsonRage
#NA1",diamond 1,17,866,"쓰레쉬, 제라스, 브라움","77승
68패
53%"
9634,"Gurp
#NA1",diamond 1,17,437,"럼블, 모데카이저, 브라움","25승
24패
51%"
9635,"MLP Fluttershy
#NA1",diamond 1,17,529,"타릭, 쓰레쉬, 노틸러스","32승
42패
43%"
9636,"her yang
#soul",diamond 1,17,98,"유미, 나미, 소라카","227승
215패
51%"
9637,"Zeithe
#NA1",diamond 1,17,731,"엘리스, 룰루, 밀리오","13승
6패
68%"
9638,"Dececkelda
#1390",diamond 1,17,63,"우디르, 엘리스, 스카너","69승
62패
53%"
9639,"ying ao tian
#EUW",diamond 1,17,57,"신 짜오, 갈리오, 코르키","57승
51패
53%"
9640,"Elanther
#NA1",diamond 1,17,74,"라칸, 나미, 베이가","34승
23패
60%"
9641,"桌饺侠
#弗雷尔卓德",diamond 1,17,172,"신 짜오, 엘리스, 그레이브즈","20승
15패
57%"
9642,"真相就在你自己的内心
#在两人生之",diamond 1,17,62,"니달리, 제이스, 비에고","25승
16패
61%"
9643,"게수오
#랭크 1",diamond 1,17,128,"카이사, 자야, 헤카림","50승
63패
44%"
9644,"Šcarlet Wïtch
#3298",diamond 1,17,185,"카타리나, 루시안, 케이틀린","72승
55패
57%"
9645,"flower
#NA3",diamond 1,17,82,"사미라, 드레이븐, 루시안","106승
90패
54%"
9646,"Lycoris
#Sói",diamond 1,17,269,"트린다미어, 니달리, 탐 켄치","42승
32패
57%"
9647,"Zdayb
#Kaisa",diamond 1,17,481,"카이사, 이즈리얼, 시비르","68승
60패
53%"
9648,"Smukerzz
#3831",diamond 1,17,331,"헤카림, 판테온, 바이","67승
65패
51%"
9649,"Sosuke Aizen
#五龍転滅",diamond 1,17,386,"가렌, 제이스, 우르곳","20승
21패
49%"
9650,"HansZwiefelhofer
#NA1",diamond 1,17,672,"세나, 카르마, 릴리아","44승
38패
54%"
9651,"Taka
#thkr",diamond 1,17,700,"브라이어, 그레이브즈, 킨드레드","354승
337패
51%"
9652,"BLG Bin
#LPL",diamond 1,16,644,"멜, 제이스, 스웨인","88승
71패
55%"
9653,"tw picasso
#NA1",diamond 1,16,553,"이즈리얼, 아리, 진","56승
47패
54%"
9654,"fnafpurpleguy
#1987",diamond 1,16,132,"케이틀린, 징크스, 진","186승
147패
56%"
9655,"DE Lucrecia
#NA1",diamond 1,16,684,"노틸러스, 밀리오, 레오나","95승
94패
50%"
9656,"Blithine
#USLD",diamond 1,16,"1,062","브라이어, 케인, 판테온","42승
61패
41%"
9657,"She Howlong
#NA1",diamond 1,16,902,"신 짜오, 킨드레드, 벨베스","35승
23패
60%"
9658,"Infallible
#Gali3",diamond 1,16,141,"녹턴, 가렌, 뽀삐","46승
44패
51%"
9659,"LastGame
#washd",diamond 1,16,75,"카서스, 징크스, 카이사","88승
43패
67%"
9660,"Koda
#Rufus",diamond 1,16,698,"바루스, 스몰더, 케이틀린","81승
74패
52%"
9661,"Free Walter
#BARKR",diamond 1,16,298,"소나, 브라움, 애쉬","22승
12패
65%"
9662,"Wârhâwk
#NA1",diamond 1,16,834,"누누와 윌럼프, 징크스, 조이","80승
82패
49%"
9663,"SOUTH KOREAN ADC
#NA1",diamond 1,16,324,"베인, 유미, 루시안","31승
20패
61%"
9664,"De Ynchausti
#LUVLY",diamond 1,16,585,"트위스티드 페이트, 말자하, 잔나","65승
71패
48%"
9665,"Autotune
#4444",diamond 1,16,795,"잔나, 블리츠크랭크, 카르마","219승
218패
50%"
9666,"搁 浅
#很快就离开",diamond 1,16,103,"비에고, 그레이브즈, 카서스","74승
33패
69%"
9667,"UCberkeley
#kat",diamond 1,16,151,"카타리나, 클레드, 블라디미르","133승
118패
53%"
9668,"MarkusSharkus
#NA1",diamond 1,16,469,"브라움, 타릭, 벨코즈","21승
16패
57%"
9669,"The Chungus
#CHUN",diamond 1,16,458,"판테온, 잭스, 올라프","27승
20패
57%"
9670,"Ididacactus
#NA1",diamond 1,16,153,"룰루, 벨코즈, 징크스","29승
12패
71%"
9671,"Ohgi
#NA1",diamond 1,16,269,"카밀, 세트, 아리","47승
36패
57%"
9672,"FI0RA
#NA1",diamond 1,16,402,"아무무, 녹턴, 말파이트","40승
20패
67%"
9673,"Razhouille
#CHAD",diamond 1,16,54,"암베사, 크산테, 워윅","84승
70패
55%"
9674,"Weasel
#4523",diamond 1,16,58,"카사딘, 카타리나, 블라디미르","132승
121패
52%"
9675,"CcrimsonReaper
#NA1",diamond 1,16,473,"워윅, 럼블, 나서스","78승
49패
61%"
9676,"vast sky
#004",diamond 1,16,300,"아지르, 이렐리아, 르블랑","220승
237패
48%"
9677,"OωO
#NA123",diamond 1,16,55,"카르마, 밀리오, 쓰레쉬","93승
78패
54%"
9678,"Client 1
#NA1",diamond 1,16,138,"니달리, 카서스, 블라디미르","94승
83패
53%"
9679,"losers queue
#acc",diamond 1,16,48,"킨드레드, 케인, 그레이브즈","55승
51패
52%"
9680,"SaeEleisaTeraV
#NA1",diamond 1,16,462,"모르가나, 렝가, 스웨인","17승
15패
53%"
9681,"Kµsho
#nim",diamond 1,15,"1,041","멜, 조이, 빅토르","95승
88패
52%"
9682,"TOP G
#BRUV",diamond 1,15,68,"그웬, 나르, 갱플랭크","36승
17패
68%"
9683,"clairo
#NA4",diamond 1,15,817,"레오나, 카르마, 마오카이","95승
86패
52%"
9684,"Thebigbehemoth
#BIG",diamond 1,15,"1,209","징크스, 케이틀린, 진","78승
84패
48%"
9685,"Segius
#NA1",diamond 1,15,587,"자크, 쉬바나, 자르반 4세","38승
38패
50%"
9686,"Kanger10
#NA1",diamond 1,15,381,"브라움, 바드, 카르마","34승
26패
57%"
9687,"rior
#rena",diamond 1,15,737,"트위치, 이즈리얼, 멜","47승
47패
50%"
9688,"Lose 2 Improve
#NA1",diamond 1,15,895,"렐, 리 신, 헤카림","97승
103패
49%"
9689,"JSiekwia
#NA1",diamond 1,15,385,"아펠리오스, 이즈리얼, 야스오","89승
63패
59%"
9690,"RealVengeance
#NA1",diamond 1,15,793,"사일러스, 탈리야, 멜","126승
100패
56%"
9691,"strix
#smile",diamond 1,15,512,"케일, 이렐리아, 피오라","127승
116패
52%"
9692,"Tualkaer
#NA1",diamond 1,15,587,"레오나, 마오카이","53승
48패
52%"
9693,"GreasyWatermelon
#NA1",diamond 1,15,653,"아크샨, 카직스, 멜","117승
125패
48%"
9694,"Verus
#NA2",diamond 1,15,511,"그라가스, 나르, 말파이트","24승
16패
60%"
9695,"Natane
#chpr",diamond 1,15,914,"카밀, 크산테, 레넥톤","54승
50패
52%"
9696,"FlameLan
#NA1",diamond 1,15,906,"야스오, 요네, 미스 포츈","89승
79패
53%"
9697,"Silverback Beast
#NA1",diamond 1,15,450,"세트, 다리우스, 암베사","31승
21패
60%"
9698,"Endeh
#meow",diamond 1,15,555,"럭스, 흐웨이, 세라핀","63승
78패
45%"
9699,"Ticket 8
#NA1",diamond 1,15,564,"멜, 사일러스, 그레이브즈","42승
58패
42%"
9700,"remedy
#99999",diamond 1,15,706,"나미, 노틸러스, 쓰레쉬","128승
143패
47%"
9701,"escape master
#NA1",diamond 1,15,150,"사일러스, 르블랑, 야스오","19승
22패
46%"
9702,"Zefyren
#NA1",diamond 1,15,574,"빅토르, 멜, 아우렐리온 솔","128승
118패
52%"
9703,"Master Zero
#NA1",diamond 1,15,313,"레오나, 요릭, 말파이트","57승
42패
58%"
9704,"MoonJuices
#NA1",diamond 1,15,906,"쉔, 워윅, 카르마","27승
15패
64%"
9705,"ckloml
#0404",diamond 1,15,563,"트위스티드 페이트, 헤카림, 시비르","30승
22패
58%"
9706,"Shellybeans
#NA1",diamond 1,15,369,"코르키, 징크스, 루시안","68승
62패
52%"
9707,"duongng saomai
#NA3",diamond 1,15,"1,372","그라가스, 다리우스, 다이애나","27승
28패
49%"
9708,"woshinidie
#67890",diamond 1,15,75,"카밀, 아칼리, 리 신","170승
156패
52%"
9709,"Axes for Taxes
#Buh",diamond 1,15,89,"제이스, 이렐리아, 가렌","70승
96패
42%"
9710,"Olly
#839",diamond 1,15,263,"오공, 벨베스, 비에고","77승
102패
43%"
9711,"blinddeafanddumb
#6683",diamond 1,15,385,"아트록스, 판테온, 사이온","95승
95패
50%"
9712,"Sutad2
#NA1",diamond 1,15,90,"징크스, 코르키, 이즈리얼","64승
57패
53%"
9713,"Nuguri Son
#GOD",diamond 1,15,90,"레넥톤, 카밀, 잭스","71승
69패
51%"
9714,"Boo
#GR1",diamond 1,15,879,"제드, 야스오, 카사딘","111승
102패
52%"
9715,"znzylc
#NA1",diamond 1,15,99,"잭스, 암베사, 그웬","29승
25패
54%"
9716,"Beginner
#클로버",diamond 1,15,236,"미스 포츈, 이즈리얼, 멜","19승
18패
51%"
9717,"那很好了
#不想玩啦",diamond 1,15,268,"닐라, 탐 켄치, 오른","22승
20패
52%"
9718,"Twitch Mid
#NA2",diamond 1,15,117,"트위치, 럭스, 징크스","285승
287패
50%"
9719,"Egyptian Import
#NA1",diamond 1,15,384,"그라가스, 마오카이, 신드라","61승
57패
52%"
9720,"Sherlup
#NA1",diamond 1,15,406,"탈론, 그레이브즈, 비에고","33승
17패
66%"
9721,"Sensational
#Art",diamond 1,14,"1,742","세라핀, 멜, 나미","413승
422패
49%"
9722,"Phormique
#307",diamond 1,14,347,"리 신, 마스터 이, 판테온","155승
146패
51%"
9723,"PinkGoat
#NA1",diamond 1,14,145,"카서스, 코르키, 미스 포츈","16승
11패
59%"
9724,"Vyke
#Zion",diamond 1,14,529,"신드라, 멜, 벡스","117승
91패
56%"
9725,"Cermanic12
#1019",diamond 1,14,604,"제라스, 판테온, 카르마","42승
29패
59%"
9726,"Nivhay
#NA1",diamond 1,14,980,"모르가나, 코그모, 멜","150승
171패
47%"
9727,"PackSacks
#NA1",diamond 1,14,447,"직스, 이즈리얼, 미스 포츈","48승
39패
55%"
9728,"IX VANQUISH
#NA1",diamond 1,14,253,"아우렐리온 솔, 케인, 제이스","30승
24패
56%"
9729,"TouchFluffyTail
#Huff",diamond 1,14,446,"크산테, 암베사, 그라가스","51승
44패
54%"
9730,"MrMartian
#Liss",diamond 1,14,886,"사이온, 문도 박사, 말파이트","34승
28패
55%"
9731,"OnePunchRyohei
#NA1",diamond 1,14,220,"애니비아, 미스 포츈, 트리스타나","74승
59패
56%"
9732,"Bsmooth
#4040",diamond 1,14,796,"제이스, 사일러스, 암베사","30승
28패
52%"
9733,"Vilas
#Zil",diamond 1,14,273,"룰루, 세라핀, 말자하","22승
13패
63%"
9734,"Scvchau
#111",diamond 1,14,660,"이즈리얼, 다이애나, 바루스","31승
29패
52%"
9735,"Tellah
#TTV",diamond 1,14,943,"워윅, 바이, 비에고","51승
55패
48%"
9736,"HTE Chevis
#ROFL",diamond 1,14,113,"비에고, 바이, 엘리스","46승
32패
59%"
9737,"Sadist
#420",diamond 1,14,525,"질리언, 나미, 자이라","33승
21패
61%"
9738,"Sisyphus
#7949",diamond 1,14,52,"아크샨, 제라스, 멜","85승
65패
57%"
9739,"Comdcha
#7400",diamond 1,14,42,"베인, 징크스","63승
41패
61%"
9740,"SANDOR
#LIFE",diamond 1,14,96,"레넥톤, 블리츠크랭크, 사이온","113승
130패
47%"
9741,"CanCanNeedShyshy
#0927",diamond 1,14,87,"애니비아, 모데카이저, 카시오페아","123승
139패
47%"
9742,"Player 2
#NA0",diamond 1,14,46,"트위스티드 페이트, 오리아나, 빅토르","75승
62패
55%"
9743,"NZNZNZNZN
#1111",diamond 1,14,50,"신드라, 탈리야, 사일러스","93승
69패
57%"
9744,"Zeus
#00026",diamond 1,14,55,"제이스, 크산테, 잭스","45승
43패
51%"
9745,"ItsTK
#6996",diamond 1,14,320,"질리언, 멜, 카밀","31승
32패
49%"
9746,"Isletane
#NA1",diamond 1,14,181,"소라카, 오리아나, 블라디미르","24승
21패
53%"
9747,"BLMQUAVO
#7692",diamond 1,14,139,"카서스, 브랜드, 잔나","36승
30패
55%"
9748,"green eyed gf
#eve",diamond 1,14,997,"카르마, 자이라, 나미","165승
163패
50%"
9749,"I am koorean
#NA1",diamond 1,14,177,"암베사, 카밀, 제이스","106승
123패
46%"
9750,"毛毛力大王的狗
#1211",diamond 1,14,550,"카이사, 니코, 블라디미르","62승
53패
54%"
9751,"SXZE
#KVKAZ",diamond 1,14,162,"야스오, 탈론, 아칼리","79승
52패
60%"
9752,"pGtWnBelle
#NA1",diamond 1,14,105,"퀸, 그레이브즈, 리븐","62승
50패
55%"
9753,"Ahri footwork
#NA0",diamond 1,14,76,"카이사, 진, 바루스","16승
15패
52%"
9754,"Lil Gasai
#Sky",diamond 1,14,91,에코,"18승
10패
64%"
9755,"Denys
#TIPS",diamond 1,14,55,"니달리, 트리스타나, 룰루","36승
27패
57%"
9756,"Bleedinwolves
#IlIll",diamond 1,13,768,"우르곳, 신지드, 가렌","96승
84패
53%"
9757,"New East Cook
#NA1",diamond 1,13,167,"쓰레쉬, 블리츠크랭크, 렐","24승
19패
56%"
9758,"激情在燃烧
#WUHU",diamond 1,13,847,"올라프, 세트, 아트록스","41승
47패
47%"
9759,"Founding Titan
#007",diamond 1,13,863,"판테온, 카르마, 나미","25승
32패
44%"
9760,"CuddlySnorlax
#NA1",diamond 1,13,668,"스웨인, 케이틀린, 직스","36승
45패
44%"
9761,"Sccutze
#NA1",diamond 1,13,876,"에코, 징크스, 오공","67승
80패
46%"
9762,"DevilPikachu
#donkl",diamond 1,13,"1,409","리 신, 케이틀린, 그라가스","99승
94패
51%"
9763,"jinxuan
#kbm",diamond 1,13,512,"제드, 룰루, 라이즈","76승
69패
52%"
9764,"EH KILLSHOTGGS
#KSGG",diamond 1,13,"1,009","갈리오, 벨코즈, 요네","21승
9패
70%"
9765,"mendozey
#zel",diamond 1,13,646,"르블랑, 아크샨, 탈리야","348승
345패
50%"
9766,"TheBackupAccount
#NA1",diamond 1,13,664,"누누와 윌럼프, 이즈리얼, 카이사","59승
57패
51%"
9767,"1yourfather1
#NA1",diamond 1,13,274,"블라디미르, 리 신, 세트","56승
55패
50%"
9768,"Malstixy
#MNKY",diamond 1,13,555,"리 신, 판테온, 니달리","58승
56패
51%"
9769,"John Smith
#420",diamond 1,13,735,"갈리오, 아크샨, 바이","60승
59패
50%"
9770,"huddo
#NA1",diamond 1,13,618,"바드, 브라움, 카르마","25승
16패
61%"
9771,"Pizz
#8989",diamond 1,13,"1,254","케일, 퀸, 티모","47승
52패
47%"
9772,"FlyingStars
#NA1",diamond 1,13,619,"브라움, 케인, 레오나","125승
119패
51%"
9773,"as you wish
#xoxo",diamond 1,13,915,"잔나, 유미, 나미","69승
90패
43%"
9774,"MrPeekabooo
#NA1",diamond 1,13,787,"오공, 비에고, 엘리스","19승
21패
48%"
9775,"gamefreak2g
#001",diamond 1,13,825,"카르마, 세나, 엘리스","123승
101패
55%"
9776,"Mental Rocket
#heheh",diamond 1,13,80,"코르키, 다이애나, 케이틀린","85승
97패
47%"
9777,"mwcis Brownie 37
#4387",diamond 1,13,118,"트린다미어, 다리우스, 올라프","81승
82패
50%"
9778,"Riandellindr
#7708",diamond 1,13,40,"비에고, 녹턴, 나미","45승
31패
59%"
9779,"Bazuco Import
#NA1",diamond 1,13,110,"이렐리아, 헤카림, 그웬","32승
23패
58%"
9780,"Laser Scope
#NA1",diamond 1,13,131,"세나, 밀리오, 마오카이","83승
64패
56%"
9781,"SALARYMAN
#CHINA",diamond 1,13,43,"럭스, 세라핀, 소라카","42승
18패
70%"
9782,"Dirt
#9915",diamond 1,13,62,"바루스, 미스 포츈, 빅토르","55승
32패
63%"
9783,"CSL Hàn Tín
#NA1",diamond 1,13,407,"그레이브즈, 징크스, 코그모","44승
26패
63%"
9784,"Rapper Kris Wu
#踩缝纫机版",diamond 1,13,447,"코르키, 진, 트리스타나","85승
112패
43%"
9785,"DumbBlondeIRL
#Teem0",diamond 1,13,377,"티모, 케일, 소나","36승
33패
52%"
9786,"nosh owo
#NA1",diamond 1,13,170,"베인, 드레이븐, 자이라","50승
25패
67%"
9787,"YOYONICE
#NA111",diamond 1,13,777,"피오라, 요네, 카이사","247승
237패
51%"
9788,"Retired Riven
#1230",diamond 1,12,"1,061","리븐, 잭스, 다리우스","62승
34패
65%"
9789,"weiii
#2359",diamond 1,12,111,"흐웨이, 신드라, 빅토르","22승
18패
55%"
9790,"1 800 DEMACIA
#TODAY",diamond 1,12,354,"가렌, 뽀삐","41승
39패
51%"
9791,"Hyphyy
#JName",diamond 1,12,328,"징크스, 시비르, 브라움","36승
30패
55%"
9792,"alexBad
#NA1",diamond 1,12,631,"쓰레쉬, 알리스타, 잔나","40승
30패
57%"
9793,"xeta in love
#heart",diamond 1,12,60,"케일, 다이애나, 아칼리","32승
16패
67%"
9794,"PadfootTheCat
#NA1",diamond 1,12,676,"다리우스, 피오라, 오른","90승
85패
51%"
9795,"CaRriSsA
#NA1",diamond 1,12,706,"카밀, 다리우스, 세트","52승
47패
53%"
9796,"mister eat it
#dope",diamond 1,12,633,"바드, 룰루, 브라움","73승
51패
59%"
9797,"Yikes
#Wykes",diamond 1,12,901,"나르, 크산테, 그웬","73승
70패
51%"
9798,"Orions
#2000",diamond 1,12,607,"멜, 신드라, 아리","65승
65패
50%"
9799,"El Chino Chapo
#台湾第一",diamond 1,12,641,"탈리야, 비에고, 자르반 4세","13승
6패
68%"
9800,"kkcaleb
#NA1",diamond 1,12,358,"럭스, 탐 켄치, 파이크","44승
44패
50%"
9801,"Haha l0l
#NA1",diamond 1,12,301,"마오카이, 엘리스, 밀리오","95승
77패
55%"
9802,"bluu
#hua",diamond 1,12,858,"오로라, 신드라, 말자하","85승
79패
52%"
9803,"Asian Hot Sauce
#1931",diamond 1,12,551,"진, 트위스티드 페이트, 카이사","115승
126패
48%"
9804,"BigBear
#NA122",diamond 1,12,873,"카르마, 브라움, 세나","21승
13패
62%"
9805,"Hermitsu
#Crab",diamond 1,12,"1,398","신드라, 오리아나, 베이가","162승
163패
50%"
9806,"snickers
#NA1",diamond 1,12,709,"룰루, 카르마, 노틸러스","36승
33패
52%"
9807,"ftlcyoj
#79Wcx",diamond 1,12,50,"모데카이저, 우르곳, 다리우스","51승
34패
60%"
9808,"soul
#sworn",diamond 1,12,43,"요네, 야스오, 제이스","59승
28패
68%"
9809,"RiftPrincess
#Crown",diamond 1,12,66,"판테온, 멜, 사미라","91승
88패
51%"
9810,"kk0ma
#SKTT1",diamond 1,12,56,"카르마, 뽀삐, 레오나","15승
12패
56%"
9811,"JUG KING
#8456",diamond 1,12,271,"마스터 이, 비에고, 다이애나","113승
127패
47%"
9812,"Meowslavia
#meow",diamond 1,12,53,"노틸러스, 알리스타, 아무무","50승
32패
61%"
9813,"Ałmost Carried
#NA1",diamond 1,12,123,"케인, 닐라, 다이애나","168승
152패
53%"
9814,"고양이
#6149",diamond 1,12,99,"파이크, 엘리스, 룰루","62승
53패
54%"
9815,"悲伤海
#0721",diamond 1,12,276,"모데카이저, 레넥톤, 렉사이","23승
24패
49%"
9816,"Fiora
#0128",diamond 1,12,307,"리븐, 피오라, 제드","95승
74패
56%"
9817,"Abuser
#Koinu",diamond 1,12,431,"사미라, 아펠리오스, 닐라","226승
252패
47%"
9818,"Hyuli
#Fable",diamond 1,12,460,"에코, 마오카이, 카르마","24승
19패
56%"
9819,"rzoyvug
#NA1",diamond 1,12,183,"워윅, 티모, 나서스","23승
25패
48%"
9820,"Favorgatelol
#NA1",diamond 1,12,441,"스웨인, 트위스티드 페이트, 세트","38승
27패
58%"
9821,"Kanye
#Pablo",diamond 1,12,173,"케인, 바이, 아칼리","104승
95패
52%"
9822,"rdcmd
#NA1",diamond 1,12,71,"자이라, 킨드레드, 다이애나","45승
28패
62%"
9823,"Ninja Koala
#NA1",diamond 1,12,225,"사일러스, 리 신, 트위스티드 페이트","24승
8패
75%"
9824,"CanCanNeedHouHou
#NA1",diamond 1,11,496,"블라디미르, 오공, 나서스","17승
17패
50%"
9825,"Stefan
#NA2",diamond 1,11,430,"제이스, 아칼리, 야스오","21승
27패
44%"
9826,"luxgareníncest
#NA2",diamond 1,11,491,"라이즈, 가렌, 럭스","33승
26패
56%"
9827,"fufo
#NA1",diamond 1,11,933,"소나, 빅토르, 시비르","89승
78패
53%"
9828,"Hiyori Shiina
#75th",diamond 1,11,704,"제드, 요네, 르블랑","47승
55패
46%"
9829,"orange bread
#4499",diamond 1,11,87,"렐, 엘리스, 라칸","116승
109패
52%"
9830,"Duckie Collector
#NA1",diamond 1,11,274,"흐웨이, 트리스타나, 징크스","21승
29패
42%"
9831,"Zedmaster15
#NA1",diamond 1,11,105,"쓰레쉬, 벨코즈, 제이스","15승
12패
56%"
9832,"Gosthoty
#NA1",diamond 1,11,289,"야스오, 요네, 제드","22승
26패
46%"
9833,"Gerald Regard
#6325",diamond 1,11,390,"탐 켄치, 녹턴, 잔나","38승
49패
44%"
9834,"Magic4Rule
#NA1",diamond 1,11,979,"자이라, 소나, 룰루","27승
24패
53%"
9835,"StickyAsian
#NA1",diamond 1,11,713,"판테온, 샤코, 잔나","97승
88패
52%"
9836,"R3DSnow
#NA1",diamond 1,11,784,"피오라, 카직스, 초가스","37승
28패
57%"
9837,"Salt Trucks
#NA1",diamond 1,11,616,"헤카림, 마스터 이, 비에고","28승
15패
65%"
9838,"Leth
#NA2",diamond 1,11,734,"아펠리오스, 제리, 세나","15승
13패
54%"
9839,"fuh dah bih cuh
#bet",diamond 1,11,897,"유미, 자이라, 블리츠크랭크","57승
80패
42%"
9840,"3in1warrior
#NA1",diamond 1,11,486,"레넥톤, 카밀, 판테온","17승
18패
49%"
9841,"juheyez
#uni",diamond 1,11,456,"알리스타, 바이, 오공","107승
102패
51%"
9842,"Wofye
#NA1",diamond 1,11,901,"소라카, 소나","18승
17패
51%"
9843,"Tendies2
#NA1",diamond 1,11,396,"이렐리아, 리븐, 암베사","35승
28패
56%"
